Begin Time - msec	End Time - msec	Duration - msec	Block	Trial no	Stimulus	Handedness	Comments_CF	Comments_DF	NMM	Compound signs	Comments_ZS	Comments_NC	Response Translation	Response Status	ID Gloss ASLLEX
1947584	1948699	1115	A4	450	act033catch.jpg	2-			NMM			He stated: Ball+Catch. 	CATCH_BASEBALL-v	Accept++	CATCH_BASEBALL
1950720	1951849	1129	A4	451	act091fold.jpg	2+			NMM: 'fold'			Not sure. He seem sign close book. Check it.	FOLD-v	Accept++	FOLD.1
1954180	1955423	1243	A4	452	act011win.jpg	2+			NMM				AWARD-v	Accept++	AWARD
1957483	1959083	1600	A4	453	act269wish.jpg	2-							IDEA, ENVISION-v	Reject	IDEA, ENVISION
1961023	1962223	1200	A4	454	act099golf.jpg	2+			NMM				GOLF-v	Accept++	GOLF
1964908	1965965	1057	A4	455	act077stretch.jpg	2-						His facial expression shows unsure.	DANCE_v	Reject	DANCE
1968744	1969944	1200	A4	456	act231strain.jpg	1							WATER, run-CL	Reject	WATER, run-CL
1972654	1973954	1300	A4	457	act273yawn.jpg	2-			NMM				STRETCH-v	Accept++	STRETCH
1975514	1976685	1171	A4	458	act038clap.jpg	2-							CLAP-v	Accept++	CLAP
1977924	1978924	1000	A4	459	act130listen.jpg	1							LISTEN-v	Accept++	LISTEN
1980653	1981853	1200	A4	460	act134magnify.jpg	1							MAGNIFY-v	Accept++	MAGNIFY
1984694	1985679	985	A4	461	act020bow.jpg	1							Don't know	Reject	DONT KNOW
1989226	1990540	1314	A4	462	act062drip.jpg	2+						Check it. 	SCIENCE, EXPERIMENT	Reject	SCIENCE, EXPERIMENT
1993164	1994379	1215	A4	463	act255wag.jpg	2+						Unclear. Gesture.	?	Reject	?
1996941	1997969	1028	A4	464	act219spill.jpg	1			NMM				SPILL-v	Accept+-	POUR
2000695	2002023	1328	A4	465	act115ride.jpg	2-							RIDE-v	Accept+-	RIDE
2005042	2006427	1385	A4	466	act194wash.jpg	2+			NMM				WASH_HAIR-v	Accept++	SHAMPOO
2008344	2009573	1229	A4	467	act093scare.jpg	2+			NMM		different from SCARED in ASLLEX because initial HS is different		SCARE-v	Accept++	FRIGHTEN
2011241	2012255	1014	A4	468	act230stir.jpg	2-			NMM				STIR-v	Accept++	STIR
2013960	2015389	1429	A4	469	act211smell.jpg	1			NMM			Verb+Noun	SMELL, FLOWER	Reject	SMELL, FLOWER
2017755	2018940	1185	A4	470	act148oil.jpg	1							Don't know	Reject	DONT KNOW
2020686	2022001	1315	A4	471	act237sweat.jpg	2+			NMM				SWEAT-v	Accept++	SWEAT
2023739	2024968	1229	A4	472	act052cry.jpg	1			NMM				CRY-v	Accept++	CRY.1
2026433	2027833	1400	A4	473	act104hammer.jpg	2-			NMM				HAMMER-v	Accept++	HAMMER
2029499	2030642	1143	A4	474	act165pray.jpg	2+			NMM				PRAY-v	Accept++	PRAYER
2034654	2035883	1229	A4	475	act079scared.jpg	1							Don't know	Reject	DONT KNOW
2038076	2039176	1100	A4	476	eating2.png	1			NMM				EAT-v	Accept++	EAT_1
2041323	2042709	1386	A4	477	act260water.jpg	1			NMM			Noun+verb	WATER, POUR	Reject	WATER, POUR
2045013	2046156	1143	A4	478	act141meditate.jpg	2+						Use 8-handshape. 	MEDITATE-v	Accept++	MEDITATE
2048651	2049808	1157	A4	479	act220sew.jpg	2-			NMM				SEW_v	Accept++	SEW
2052754	2054325	1571	A4	480	act195sharpen.jpg	2-			NMM			Noun+Verb	KNIFE, SHARP	Reject	KNIFE, SHARP
2056935	2058063	1128	A4	481	act121knight.jpg	1							Don't know	Reject	DONT KNOW
2060196	2061639	1443	A4	482	act265whistle.jpg	1			NMM				MUSIC-v	Reject	MUSIC
2063429	2064686	1257	A4	483	act163pop.jpg	1							POP-v	Accept++	POP
2066096	2067410	1314	A4	484	act080fall.jpg	2-			NMM				FALL-v	Accept++	FALL_2
2069777	2071334	1557	A4	485	act082fence.jpg	1			NMM				FENCE-v	Accept++	FENCING
2073508	2074723	1215	A4	486	act102cook.jpg	1						Unclear	?	Reject	?
2078083	2079126	1043	A4	487	act128lift.jpg	1							Don't know	Reject	DONT KNOW
2081487	2082916	1429	A4	488	act152bite.jpg	2-			NMM				STING-v	Accept++	STING
2084425	2085425	1000	A4	489	act267wink.jpg	1			NMM				WINK-v	Accept++	WINK
2086893	2088079	1186	A4	490	act213smoke.jpg	1			NMM				SMOKE-v	Accept++	SMOKING
2090196	2091353	1157	A4	491	act161point.jpg	1			NMM				POINT-v	Accept++	point_index
2093157	2094243	1086	A4	492	act084file.jpg	2-			NMM				FILE-v	Accept++	FILE_2
2096140	2097197	1057	A4	493	act143milk.jpg	2+			NMM				MILK-v	Accept++	MILK.1
2098679	2099879	1200	A4	494	act027bury.jpg	2-							BURY-v	Accept++	BURY.1
2101375	2102418	1043	A4	495	act173read.jpg	2-			NMM				READ-v	Accept++	READ
2103949	2104978	1029	A4	496	act259watch.jpg	1			NMM				WATCH-v	Accept++	WATCH
2107743	2108785	1042	A4	497	act054curtsey.jpg	1							Don't know	Reject	
2110246	2111289	1043	A4	498	act243tear.jpg	2+			NMM				TEAR_RIP-v	Accept++	TEAR_RIP
2112592	2114034	1442	A4	499	act168push.jpg	2+			NMM				PUSH, CAR	Reject	PUSH, CAR
2115750	2117007	1257	A4	500	act018boil.jpg	2+			NMM				BOIL-v	Accept++	BOIL
2120162	2121190	1028	A4	501	act146mix.jpg	1							Don't know	Reject	
2124430	2125830	1400	A4	502	act251trip.jpg	2-						He stated double verb. Check it.	PUSH, FALL	Reject	PUSH, FALL
2127427	2128784	1357	A4	503	act162polish.jpg	2-			NMM				POLISH-V	Accept++	POLISH.1
2130644	2132158	1514	A4	504	act040cut.jpg	2-						Not sure. He stated cut+something, but he don't specific what is it. Check it.	TRIM-v	Accept++	TRIM.1
2133812	2135083	1271	A4	505	act212smile.jpg	2+			NMM			Use 1-handshape.	SMILE-v	Accept++	SMILE
2138186	2139214	1028	A4	506	act107hatch.jpg	1							Don't know	Reject	
2140712	2141998	1286	A4	507	act010wakeup.jpg	2+							WAKE_UP-v	Accept++	AWAKE
2144223	2145408	1185	A4	508	act005cut.jpg	2-							CUT-v	Accept++	CUT_2
2146697	2147868	1171	A4	509	act002drink.jpg	1							DRINK-v	Accept++	DRINK
2149291	2150677	1386	A4	510	act171rake.jpg	2-			NMM				RAKE-v	Accept++	RAKE
2152778	2154078	1300	A4	511	act073dump.jpg	2+							DUMP-v	Accept++	EMPTY_2
2155768	2156939	1171	A4	512	act244talk.jpg	1			NMM: 'call'				CALL-v	Accept++	CALL
2159106	2160278	1172	A4	513	act076look.jpg	2+							MICROSCOPE-v	Accept++	MICROSCOPE
2164100	2165143	1043	A4	514	act192sew.jpg	1							Don't know	Reject	
2166832	2168018	1186	A4	515	act119kiss.jpg	1							KISS_ON_CHEEK-v	Accept++	KISS_ON_CHEEK
2169450	2170535	1085	A4	516	act023break.jpg	2+							BREAK-v	Accept++	BREAK_1
2172418	2173733	1315	A4	517	act172reach.jpg	1			NMM				REACH-v	Accept++	REACH
2175656	2177071	1415	A4	518	act124lasso.jpg	1							LASSO-v	Accept++	LASSO
2178675	2180018	1343	A4	519	act182run.jpg	2+			NMM				RUN-v	Accept++	RUN
2181786	2182943	1157	A4	520	act256wait.jpg	2+							WAIT-v	Accept++	WAIT
2184661	2185761	1100	A4	521	act055dance.jpg	2-							DANCE-v	Accept++	DANCE
2187148	2188419	1271	A4	522	act039climb.jpg	2+			NMM				CLIMB-v	Accept++	CLIMB
2189880	2191037	1157	A4	523	jump2.png	2-			NMM		lazy sign		JUMP-v	Accept++	JUMP
2192426	2193697	1271	A4	524	act047cough.jpg	1			NMM				COUGH-v	Accept++	COUGH
2195444	2196816	1372	A4	525	act187scoop.jpg	2-							SCOOP-v	Accept++	SCOOP
2198471	2199543	1072	A4	526	act132unlock.jpg	2+			NMM: 'open'				OPEN-v	Accept+-	OPEN
2203392	2204435	1043	A4	527	act136make.jpg	1							Don't know	Reject	
2205926	2207140	1214	A4	528	act226stack.jpg	2-							STACK-v	Accept++	STACK
2209594	2210276	682		529	act051cross.jpg								WALK-v	Accept++	WALK_2
44310	45545	1235	O3												COW
47047	48148	1101	O3												FOX
